candidate_id,job_name,message_text
1503216,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

ご活躍を拝見し、ぜひ一度お話したくご連絡いたしました。
マツダクレジット株式会社にて債権回収やコールセンター、
与信審査、営業など多岐に渡る業務に携わられていることと、
DX化推進による業績向上の実績には大変感銘を受けております。

営業だけでなく事業計画や市場調査のスキルをお持ちである点も非常に素晴らしいと感じました。

当社では、AIチャットを活用したチャットコマース事業のアカウントプランナーとして、
クライアントのマーケティング課題に対して包括的なソリューション提案を行い、
年間売上拡大や顧客満足度向上を目指しています。生成AIやデータ分析に基づく提案を通じて、
今後のキャリアをグローバル市場を視野に入れた高度な営業職として
大きく発展させていただけると確信しております。

これまでの金融・保険業界での営業経験やDX推進の知見は、
まさに当社のAIチャットコマース導入に伴うクライアント課題の深堀りおよび解決に直結し、
高い親和性があると考えております。特に大阪、東京での勤務希望にも沿った環境で、
裁量を持ってご活躍いただけるポジションです。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1514013,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。
株式会社地域新聞社様での代理店営業やアライアンスの豊富なご経験、
営業戦略立案やマーケティング戦略策定によりご成果を上げてこられた点に深く感銘を受け、
ご連絡させていただきました。

当社はAIチャット接客とマーケティングの融合を推進する企業として、
チャットコマースを活用した新たな顧客体験の創造に挑戦しています。

今回のアカウントプランナー職では、大手エンタープライズ企業向けに
課題ヒアリングから提案、導入後の運用フォローまでを担い、
売上最大化を目指してチームと共に機能改善を図ります。
成長を続ける急拡大市場の中で、AI・データドリブンのソリューション営業
としてキャリアを大きく広げていただけます。

地域新聞社様で培われた営業管理職としてのリーダーシップや、
顧客のニーズに寄り添う提案力、そして多様なマーケティング戦略対応のご経験は、
当社プロダクトと極めて高い親和性があります。

ライフワークバランスを重視されるご希望にも対応できる環境で、
副業理解やフレックス制を完備しており、柔軟な働き方が可能です。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1517371,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡をお許しください。

中央ビジコム株式会社様での新規事業ご担当のご経験を拝見し、
ぜひ一度お話ししたくご連絡いたしました。

これまで建築コンサルティングから人材サービス、
医療領域の新規事業開発に至るまで、幅広い業界において
営業・マーケティング・カスタマーサクセスを経験され、
チームリーダーとしてのマネジメント経験もお持ちであることに
深く感銘を受けております。

弊社が展開するチャットコマース事業においては、
AIを活用した新しい顧客接点創出とエンタープライズ企業への提案営業を通じて、
売上最大化や顧客満足度向上に貢献していただきたいと考えております。

具体的にはAIエージェントを活用した対話型チャットを推進し、
導入企業の購買率を大幅に向上させることがミッションであり、
国内外の多様な大手企業と連携する環境で、ご経験を活かしながら
さらなるキャリアアップを目指せるポジションです。

貴殿がこれまで培われた調整力や企画提案力、
そしてリレーション構築力は、当社の多国籍かつ
ダイナミックなチームにおいても
非常に親和性が高く、裁量と責任の大きさを
重視されるご志向にもマッチすると確信しております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1520595,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。 
この度は日本マイクロソフト株式会社様での豊富なITコンサルティングや新規開拓営業、
営業マネージャーとしてのご経験を拝見し、ぜひお話しさせていただきたくご連絡いたしました。

特に新規開拓営業を10年、マネジメント経験も5年に渡り、
人員計画や事業計画策定など多角的にご活躍されている点に強く共感いたしました。
そのご実績は、弊社の急成長フェーズにおいて非常に価値あるものと確信しております。

弊社ではAIチャットボットを活用したチャットコマースのエンタープライズ導入推進を
担当するアカウントプランナーとして、顧客のマーケティング課題解決から導入後の
成果最大化までを長期的にサポートいただきます。

市場拡大の中で大手企業400社超の導入を牽引し、
売上5倍達成を目指す中、新規開拓やチームマネジメント経験は
極めて重要な役割を担うポジションです。

日本マイクロソフト様での複雑な顧客対応やプロジェクト管理に基づく
高度なコミュニケーション能力は、弊社の多様でグローバルな
チーム環境においても強みを発揮いただけると確信しております。

AIマーケティングの最先端領域でご自身の経験を活かし、
新規事業創出や組織拡大に貢献される機会として
非常に親和性が高いと考えております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1521172,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
アクシス株式会社様でのご経験を拝見し、ぜひお話させていただきたくご連絡いたしました。

これまで財務・会計・経理の分野で3年以上ご担当され、
新規開拓営業や事業推進の領域にも携わってこられたご実績に深く感銘を受けております。

特に営業資料作成や予算計画の策定など幅広いスキルは、
当社のクライアント課題を多角的に捉え解決するうえで大変価値のある経験と考えております。

当社のアカウントプランナーとしては、大手エンタープライズ企業向けにAIチャットを
活用したチャットコマースの提案および導入後の効果最大化を目指し、
年間売上目標やCVR改善に挑戦していただきます。

最新の生成AI技術を活用し、多国籍チームと連携することで、
ご自身のキャリアを大きく発展させる環境を提供いたします。

アクシス株式会社様で培われた新規開拓営業や営業資料作成のスキルは、
当社の提案営業やクライアントとの継続的な関係構築に非常に親和性が高く、
技術×マーケティング領域でさらなるご成長が見込めるため、ぜひ一度ご相談できれば幸いです。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1523562,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

日本パーキング株式会社様での新規開拓営業や既存顧客への提案営業、
ならびに既存物件管理まで幅広くご経験されているご経歴に魅力を感じ、
ご連絡を差し上げました。

これまでの営業スキルを活かし、クライアントの課題に真摯に向き合いながら
成果を創出されている点は、我々の求める人物像と非常に合致しています。
特に市場調査や競合分析の実施、営業資料の作成から事業計画策定までの一連のご経験は、
当社のAIチャットコマースの提案活動において大きな強みとなると確信しております。

ZEALSでは、大手企業向けの「チャットコマース」サービスの拡大を目指し、
営業から導入、さらには導入後の運用フォローまで、クライアントの成功に長期的に
伴走するアカウントプランナーを求めています。

目標達成に向けた営業戦略の策定と実行、データドリブンな課題解決を通じて、
さらなるキャリアアップが可能です。

急成長中の領域で、AI×マーケティングの最先端を担いませんか。

新規開拓営業や既存顧客との信頼関係構築の豊富な経験は、
当社の営業スタイルと非常に親和性が高く、クライアントのマーケティング課題の
本質に迫る提案が実現できる環境です。

地方および首都圏での勤務希望にも柔軟に対応し、
多様なフィールドでご活躍いただけます。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1524062,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社SOYOKAZE様でのエリアマネージャー兼
営業推進担当としてのご経験を拝見し、その幅広い介護業界の知識と
営業推進のご実績に大変魅力を感じご連絡いたしました。

介護業界における13年の多角的な業務経験に加え、
現場運営や業務改善の成果を積み重ねられてきたことは、
顧客ニーズを的確に捉え課題解決に導く力を示しており、
弊社のAIチャットを活用したソリューション提案においても高い親和性を感じております。

ZEALSでは、AIチャットを用いたチャットコマース事業のアカウントプランナーとして、
大手エンタープライズ企業のマーケティング課題に対し提案から導入後の運用まで
一貫してご支援いただくポジションです。

プロダクトを通じて顧客売上向上を数値目標としつつ、
生成AIやデータドリブンな営業手法を用いた新たな市場創造に挑戦でき、
営業マネジメント経験を踏まえたキャリアアップも目指せます。

これまでの現場運営スキルや多職種連携の経験が、
AI×マーケティング領域での顧客対応やチームディレクションに大きく寄与すると考えております。
業界知識と提案力を活かしつつ、新技術領域での挑戦が可能な環境です。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1526494,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。 
突然のご連絡を失礼いたします。

株式会社細胞治療技術研究所様でチームリーダーとして営業戦略の構築や
新規開拓にご尽力されてきたご経験を拝見し、ぜひ一度お話したくご連絡いたしました。

これまで医療領域でのルートセールスを中心にチームマネジメントやデータ分析を活用し、
新規開拓や共同研究・コミュニティ形成に取り組まれてきた実績は、
まさに当社が求める営業企画力と継続的な課題解決力に直結すると感じております。

当社のアカウントプランナーはAIチャットボットを活用し
大手企業のマーケティング課題を解決するポジションであり、
クライアントの売上最大化を目指し数値目標の達成と社内外チームとの連携が求められます。

ご経験を活かし急成長中のSaaSやAI技術領域での更なる成長機会とキャリアアップが期待できる環境です。

また医療業界での幅広い営業経験やチームリーダーのご経験は、
多様なステークホルダーと折衝しながらクライアントに寄り添う当社の
営業スタイルと非常に親和性が高いと考えています。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1527564,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS採用責任者の古賀と申します。
株式会社ジーニー様でのご経験を拝見し、
特に企画営業やアカウントプランナーとしての確かなご実績に深く感銘を受け、ご連絡を差し上げました。

これまで5年以上にわたり新規開拓営業から営業マネジメントまで
幅広くご活躍され、営業資料作成やアウトバウンド・インバウンド両面での
新規顧客獲得に携わられたご経験は、当社のAIチャットコマースサービスを活用した
エンタープライズ向け提案に非常にマッチしております。

当社ZEALSでは、AIエージェントを活用したチャットコマースの提案から導入、
運用フォローまで一気通貫でクライアントに向き合い、
顧客売上最大化に貢献しています。今後もAIと会話デザインを組み合わせた最先端技術を推進し、
市場成長を牽引する挑戦的なミッションを担っていただけるポジションです。

さらにマネジメント経験をいかし、営業チーム全体の推進力強化もお任せしていきたいと考えております。

ジーニー様でのWebマーケティング領域での法人営業ご経験や企画営業スキルは、
当社のAIを活用した新規ソリューション提案に最適であり既存顧客への深耕営業にも直結するため、
高い親和性があると確信しております。

ぜひ、ご興味をお持ちいただけましたら、オンラインでカジュアルにお話できれば幸いです。
ご返信、心よりお待ちしております。"
1527671,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。

株式会社スマレジ様でのチームリーダーとしてのご活躍や新規開拓営業での優れた実績を拝見し、
大変感銘を受けました。
特に売上目標達成率120％や新規契約獲得数部署トップとしての実績は、
当社の成長フェーズにおいて重要な価値を持つものと感じております。

当社ではAIチャットを活用したチャットコマースサービスの提案から
導入後の運用支援までクライアントと寄り添いながら推進する
アカウントプランナーを募集しています。

国内外480社以上が導入し、購買率5倍向上といった具体的な成果創出に
携われるポジションであり、今後はグローバル展開加速に向けた貢献も期待しています。
スマレジ様で培われた中小企業向け新規開拓営業やチームマネジメントのご経験は、
多様な業界のクライアントと深く伴走しながら成果最大化を図る当社の役割と
非常に親和性が高いと考えております。

加えて若手メンバーの育成や営業戦略立案を牽引されてきた点も、
当社文化の熱狂と結束の価値観と重なっております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1530017,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡失礼いたします。株式会社ジーエーピー様でのご活躍を拝見し、
ぜひ一度お話したくご連絡いたしました。

約20万人の顧客マーケティングや提携企業とのアライアンス促進、
サービス拡大に一気通貫で携わられているご経験は非常に素晴らしく、
当社が取り組むAIチャットコマースの導入支援においても大きな強みになると感じております。

加えてクラランスでの長年の販売・店舗管理経験も、
顧客視点の深い理解と現場での実践力が光っていると共感いたしました。

当社のアカウントプランナー職では、
AIチャットを活用したマーケティングソリューションをエンタープライズ企業へ提案し、
導入後も長期的な支援と改善を継続することがミッションです。

市場での導入社数は480社以上、平均CVR9.6％を誇り、
AI技術と会話デザインを組み合わせた新たな顧客体験を提供しています。

さらなる事業拡大と新市場創出に向け、ご自身のキャリアを加速いただけます。

ジーエーピー様でのマーケティング企画から顧客課題の解決、
複数ステークホルダーとの連携経験は当ポジションと非常に親和性が高いです。

経験を活かしながら、AI技術を駆使した新たなチャットコマース市場の開拓に
ご挑戦いただける環境が整っております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
1530932,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
医療営業や広報・IRの経験を通じて、地域医療の発展に
献身的に取り組まれてきたご活躍に心から敬意を表します。

患者さまの集患向上や医師同行営業の成果を着実に伸ばし、
病院の黒字化に貢献された点は非常に印象的で、営業だけでなく
人間関係構築や問題解決力の高さが伝わっております。

当社のアカウントプランナーは、AIチャットを活用したチャットコマースを企業に提案し、
導入後も長期にわたりクライアントの成長を支援する役割です。

数値目標としては売上最大化とCVR向上に注力しつつ、
生成AIや会話設計を用いて新しい顧客体験を創出していきます。

このポジションは営業力とともにデータ分析や施策改善のスキルも磨けるため、
次のキャリアステップとして最適な環境を提供いたします。

これまでの多様な業務経験やSNS運用、チームマネジメントの実績は
当社でのクライアントとのコミュニケーションや社内調整に非常に親和性が高く、
医療分野で培われた提案力と粘り強さがチャットコマース事業の成長に
大きく寄与すると確信しております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。
ご返信、心よりお待ちしております。"
1531914,【エンタープライズ向け】アカウントプランナー,"はじめまして。株式会社ZEALS 採用責任者の古賀と申します。
突然のご連絡、失礼いたします。

サングローブ株式会社様での営業部としてのご経験を拝見し、
特にインサイドセールスや新規開拓営業に携わり、多様な顧客コミュニケーションで
成果を上げてこられた点に大変共感し、ぜひお話ししたくご連絡いたしました。

当社ではAIチャットを用いたチャットコマースサービスを提供しており、
大手顧客のマーケティング課題に対して提案から導入後の運用まで一貫して
ご支援いただけるアカウントプランナーを募集しております。貴殿にはAI活用、
データドリブンの提案営業やマーケティング施策の実践を通じて、
更なる営業力の向上とキャリア成長を期待しています。

当職ではエンタープライズ企業を中心にAIチャットボットを活用した
新たな顧客体験の創出に挑み、売上アップや顧客満足度の向上を数値目標として掲げています。
さらに多国籍メンバーと共に進化する事業フェーズの中で、
リーダーシップとマネジメント経験も活かしていただけます。

これまでの営業経験や広告・マーケティング領域での知見は
当社の事業内容と非常に高い親和性があり、自発的に顧客課題の本質に迫り解決策を提案する姿勢は、
当ポジションで大いに活躍いただけると確信しております。

もし少しでもご興味をお持ちいただけましたら、
ぜひ一度オンラインでカジュアルにお話させていただけますと幸いです。

ご返信、心よりお待ちしております。"
